class,tweet
0,Yooo I was thinking bout that the other day lol.. You only really speaking of one person my niggah
0,ok u hav gun. I love you and you are my superior at fighting games and you probably get more bitches too. peace ;
1,this is gobbledy gook to me because i dont have the game
0,aoas you write back bitch lol
0,bitch lol
0,no bitch lol I'm not about that life anymore
1,I need some red green &amp; yellow pants &amp; helly shirts express
0,khaye I can't see your freakin emojis I'm a basic bitch today.
0,dude tell me why that's so true my mom has this friends from Texas trying to hype redskin football and shit
0,becuz no man should celebrate his bday at a drreams #faggot
0,nice account faggot
0,pussy
1,well Ontario is like kind of a dump now that the ghetto moved here since its cheaper to live here so.. ;
0,who can vouch for ya pussy tho k?
1,"have u spent significant time in ANY ghetto, or witnessed the years of terrorism committed by police in the Black community?"
0,"what an unfortunate clothing choice... Hoes with the crooked belly ring. Completes the ""dumb trash"" motif perfectly"
0,y'all niccas bout to blow fool!! Lol can't wait for the world to see this Detroit shit nicca!
0,quit being a pussy
0,"Ja zo denkt ieder wel 't zijne over zaken he. &amp; je mag mij noemen hoe je wilt, ben namelijk erg voor vrijheid van meningsuiting."
1,khan has been facing nothing but trash since his L to Garcia
0,bitch dont even think about playin wit me!
0,hoe don't make me put up screenshots of your texts to me hoe
0,shut up fuckin beaner
0,just be a hoe then
0,I'm destroying this bitch dawg
0,I also like how I'M called the hoe when I've been saying stop.
0,pussy ass bitch
0,dont be a bitch smh
1,"Go back to mutt, Rev I style. Of course, that would necessitate running over a dog and adopting it."
0,that's what I call a crash dummy hoe
0,*pom poms* YOU MAKE THAT SHIT YEAHHHH
1,THE WASP OF ANGRY LEGEND. BEAT IT INTO A SQUISHY PULP!!!
0,jus wanted to let y;ll know hope the hurricane kills your soca sunday trash #LORDWILLIN
0,lol you tell that bitch
1,boy I had no idea that was coming. It's called a smartphone. You're horrible at trash talk
0,LMFAOOOO if that bitch didn't change his so much I could find more
1,Marshall Law! Whatever you coon
0,"bitch stop hatin cause they ain't make em in toddler size. You should be happy, they make em in GS now"
0,ew queer white thirsty bitch
0,fugly queer white trash
0,omg gtfo white faggot
0,ugly white bitch
0,dont be a bitch man up lol :)
0,That is great. Dumb crybaby pussy.
0,damn he was my bitch for Eddie Johnson teams last year
0,"Lol, always with the complaining and crying. Just like when Jeezy broke up with you cause your a moaning old bitch."
0,ratchet looking nigger
0,you understand you look like a real life dyke right? Like you look like a WNBA dyke bro. A sports bra &amp; bball shorts wearing dyke
0,lmsoooo dawg I ain't got no bitches mane. I low key got a chick but I can't say it on Twitter. You know how these wolves is
0,"nigga look my size, plus it get hit in the ass, an look like its been fighting all its life.... I'll sneak dat bitch an RUN!"
0,shoot that nigger bitch in the knees....
0,"yes now get off twitter, you lame negros should have never learned how to use the Internet"
1,I seen sum of it but I'm tryin see lox n mook
0,hahahaha youza fuck wigger
1,trash
0,aids fuck? Smdh u punk bitch.
0,"ahh I see, I'm still a rook about the knowledge of THE hoe. But I'm progressing."
0,you;re a little bitch x2
0,"""leave you beaner retard"""
0,I ain't light skin nigga I'm even colored lmao
0,nigga I talk shit period this ain't nun new white bitch we go threw this every damn day ;;
0,u a bitch in niggas clothing shut yo ass up ;;;;;
0,peckerwood
1,he's a greaser
1,"For the record #NoHomo but don't care who is unless I gotta see it.. same with every sexuality even birds, dogs.. what not."
0,"
I likes me dem Mexican hoes. Day suck me off for 5 dollas"
0,I was bout to smack a bitch.
0,bro this bitch really stood there and was like you gonna give me my penny?
0,exception for Gilda Radner that bitch was funny
0,You're still a bitch
0,Them stop being a bitch and do it
0,remember 94 can be a bitch! Stop to drink if you get stalled #wib advice!
0,ur one to talk bitch
0,"Yeah, it's fuck that Jigsaw-faced bitch everyday, B."
0,thanks dumb bitch
0,you were there bitch lol
0,you're being a bitch lol but naa serio wassuo
1,"just said u.s.was full of nice,giving,smart ppl.I thought we were mean,unexceptional,bitter clingers?#evolved?"
1,that's true in some ways. Gaming is very broad now a days tho. Everyone is a gamer with candy crush and angry birds
1,"Oh, wait! *""can I get that photo of me playin with Creed's SIDE PROJECT by itself?"" My bad. Yeah, FOB is embarrassing"
0,i pissed alotta ppl off on fb i was flooding the newsfeed next target them hoe ass texans
0,lol it's gonna be so fun got two niglets on the way
0,niccas dnt kno bout da art of finessin
1,and a prime Leija would trash most of these 140 dudes today!
0,whatever Gabby! You hoe
0,Gabby why are you so ghetto?
0,I am always there bitch!
0,nigra in da back
1,those nudes were trash ;;;;;;;
0,heyyyyyyyyyyy fag boy am I gonna watch you play?
0,"Says the old man :( I hope you can survive another 10 years, you silly Jigga boo monkey"
0,"lol, that pussy got rich niggas losing their minds too. Got Drizzy &amp; Breezy beef'd out, that puss is the devil's playground."
0,"you out yo mind. Rose colder than Kim, &amp; way more down to earth. Kanye bitch give him more problems than Wiz's does."
1,"
I is colored, Latino and some Jewish. When I move in, I don't ruin the neighborhood, I wipe it out!"
0,I hear ya hoe
0,I was sleep hoe where you at
0,funky hoe you gone solo
0,lol I will be there in the morning hoe
0,naw hoe let me see if you got Keisha
0,you owe two hoe I don't wanna hear shit when I hyu
0,ffffffffffffuck. Baratheon rebellions are a bitch.
0,bitch what happen to comin thru
0,first off who you calling a hoe ? Don't make me go sharkeisha ok you boo boo
0,oh you sneaky son of a bitch you
0,"""babe it's the thought that counts""..""bitch you a thot"""
0,"all I did was bitch about Jessie, still love you anyway"
0,"
Den you enjoy da nite wit a colored man. We do it again in 2 weeks. Lets me no if I needs ta bring da magnums"
0,"
My shit's like an eggplant baby. Black and big enough so dat all da women gets dem a piece"
1,"
I wants to call bouts my vitaligro but I ain't sho if you a doctor fo da colored folk"
0,"
All dem colored boys be sayin I dare baby daddy. I gots to protect my semen under da lock and key. And I wrap 2x"
0,"
Does da N mean negro?"
0,dese bitches n my shot nigga
0,i wont ima come piss in yours bitch
0,lol nahh bitch dont put yo life on me ole cant drink water after 8 ass nigga #PissinInDaBedAssBoy
0,no it ainn bitch
0,shut up bitch
0,we don't love this hoes
1,"u want me to make u one of my ghetto nunchucks, they come in singles and double_ended"
1,dont get that bacon stuffed crust tho its trash
0,hoe don't tweet me
0,"basic bitch comeback, expected"
0,brooooo I miss you bitch
0,granted cracker isn't that bad because when you say that to a white person your saying their one of the slave
0,"Hope you guys do get attacked for supporting SOPA, bunch of dirty snake faggots."
0,&amp; xavier you bitch.
0,you egg spam bitch
0,"Go pray in a church or something fag, no one cares about your religious bullshit."
0,"""I want to eat your pussy"" ;;;"
0,"That band is white trash, and only white trash would buy that album."
0,"Neither does your fucking cat, pussy."
0,lmao real shit though them bitches be dumb as fuck smh
0,hoe told me she was gonna chop my dick off ... She was from Baltimore
0,I watched the 1st season bc I wanted to see the diff sides of Elijah. Not to see a thristy hoe who uses Walgreen's hair dye
1,She was always a pathetic mutt desperately seeking attention &amp; a purpose. No matter what JP writes that will never change
0,man get yo bitch ass out my mf mentions man with all tht bs u trippin
0,bitch fck all lay wat you wanna do
0,fight or nah dumb bitch ;
0,ight bitch ima see u
0,come so you can record him saying he's my bitch
0,fuck your chicken sandwich ho!!!
0,Julie tell them crybaby blacks to get someone blk. and dress them up white faced......niggers always whining!
1,jay-z and bey they will never be..jus trash
0,screw the little porch monkey!
0,"the coon, n coon wanna b got what they should have, except should have been more time in jail"
0,they are all idiots except kourt.... the rest are just slutty ass bitches
0,y don't both of those fat bitches die
0,U should just pull out &amp; let #Ferguson fend for themselves. It has been a week. Wasting manpower. Most r just attention hos
0,I got that hoe bootlegged haha if you wanna borrow it
0,biiiiitch that hoe looks perfect haha but iight
0,Some women get in a relationship quick so they won't feel like a hoe for having sex.
0,"get it? Bc you called yourself a tool, I called you a hoe. Bc hoes are tools hahahaha I'm so funny"
1,New show:Thursdays with Jinxy broadcast from the moon it's made of chunky blue cheese you know
1,soo what you putting on those crackers Gregg?
0,Asian pussy?
0,I'm on that straight Cali kush bitch don't kill my vibe
0,bitch I got plans to fuck tonight I said friday nigga
0,bitch I make the plans not you pussy fart I'm in charge follow me or deny me I'm doin Friday and were fighting!!
0,fuck you bruh you didn't show up fucking pussy
0,haha ight nig calm yoself
0,haha you playin nigga I fuck bitches make money and smoke that straight og kush
0,ight this Friday nig
0,this Friday at the c burg mall you gettin whipped like the bitches I fuck
0,dude fuck you faggot it's Friday or no go bitch I set the standards you make or break them bitch
0,fucking block your white ass because you try to start shit like a fucking queer so fuck you NIGGA
0,ight nigga haha fucking queer has to clear his schedule
0,ight nigga tonight at 9:00 c burg mall bitch
0,roid rage much faggot?
0,why you crying then baby back bitch?
0,straight up your hoes can wait !
1,goh d AnoniemeAso meeting heeft weer pauze.Nog steeds niet bij hoofdstuk:hoe haal ik m'n ID?
0,"no, that nigga goin to work. Quit tryin to kill a nigga's vibe you broke bitch"
0,"Yeah, so quit being a bitch and edit."
0,get into Devil first bitch! Roasted.
0,legit retard
1,I never really rocked with the white sole. I feel ya bro. But these!!? My favorite Foam of all time. http://t.co/lTSsn34IFJ
0,"I've had to do it in multiple classes. Ain't really that rare. Also, don't call your teacher a bitch on twitter."
0,thanks nig;
0,"she was a dirty bitch always beggin for microwaves and catchup and shit so mufuckas always be like, ""BYE Falicia!"""
1,Bc is trash why would he lie about that? I told you he's real
0,you actually think he'll do that? lil bitch can't punch a potato
0,both of y'all pussy boa!
1,I wonder if the progs didn't relegate young black men to the ghettos to keep them away from harry reid's friends...
0,"Terrance you wanna be one of my ""hoes"" ;;"
0,Can I bitch about not having smoke??
0,fuck your redskins bitch!
0,shit tell that pussy to come out of retirement and show up Kareem Jackson then he can get respect
0,not as sick as you muzzie trash http://t.co/KQrMhSzmpj
0,lick my pussy and ma crack
0,ill finger ur tight pussy so slowly you'll be moaning my name bby
0,bitch u perfect
1,interesting #hick
0,bruh really rocking a toaster on his face lmaoooo he prolly got 0 bitches too man.
0,you knw where i am pussy i hate when u ask me tht
1,trash
0,"vraag t Sven,hij denkt: Hoe lichter van kleur, hoe beter het morele kompas werkt. Ik ben kleurenblind ;~)"
0,I was laughing at a joke about 9/11 big different bitch.
0,"they want what I got, I want what they got, America.they got the word nigger, I want it to"
0,sal tryin 2 pull a K. Ferderline..lazy ass son of a bitch
1,Altyd zo geweest hoe vaak men ook zegt:dit nooit meer!LozeWoorden.PuntjeBijPaaltje vertonen z dierngedrag
0,She walks away!? What a pussy.
1,I'll ask you same question Do you support border jumpers Do you support illegals
0,is that all u can say twat?
1,"and plus, it's trash talk. You should know that especially with ole miss."
0,"I go for the most direct flight, then by price. Over and done with layovers. Flying is a bitch enough."
0,I'm jus tryna vaca away from the niggers bro.
0,2nd and last time I'll ever call you that faggot
0,smh. U so retarded. Lol
0,"LOL that Caitlyn.. ""Can't carry 3 retards"""
0,So can we just let this faggot in already before he cries himself to sleep
0,whatta you fags doin?
0,Ass Oreos and his name is Thad Castle.
0,"Sion is a faggot. Very meh ganks pre-6 and post-6 his ganks are still pretty meh he's just a tank, nothing special imo Mao +"
0,hmu when you're good to go bitch
1,"omg! I don't even know where kimlau sq is...I would been like,""look a bird!"" then ran for the hills! Lol"
0,bitch why did you not fav or retweet this
1,lemme guess you wore the hilly hicks sweats/leggings ;;;;;;
0,wtf hoe answer my question
0,your low info redneck dumbasses vote for these corporate shills that idiots like you believe #dummies
0,Move out of our country teabaggers!
0,he's am has no clue #heeb
0,old with a old wolf pussy that is
0,omfg or the other pics of the tranny lmao
0,lol fuck these lil bitches ain't shit to peep ; wassup w/ you tho
0,you're a bitch
0,"I hate those creepy ass dolls that call you dada, I'm like ""bitch I ain't yo daddy"""
0,lemme find out you twitter beefin with hoes
0,bitch need crutches
0,pussy poppin on a headstand while ur eating watermelon
0,Na a young bitch got school ;;;
1,"#BlessJesus Amos 3:3 Can two walk together, unless they are agreed? #DifferentLevels"
0,those god damn chinks. http://t.co/Bi6fgP5vGo
0,word!! school flow on a dumb hoe...
0,same here. Fucking hated that bitch.
0,"told you them bitches was mad even, g."
0,I'm tryna have this bitch in out soon
0,lmao hell yea.. I love thick bitches &amp; thick bitches love fat niggas.
0,bitch you know you won't this ;;;;
1,Well he canonically plays the troll equivalent of Pokemon... *throws the new Fairy type at him*
1,Amen on this tweet. 105 mm rockets from Victor Charlie leave a lasting impression.
0,"i found her right here, good job unfollowing me btw faggot http://t.co/kD3iSeIoLd"
0,"I could've swore everyday was jus sayin I had all the hoes like 2 days ago! No I'm gay,What's next? I gotta baby on the way;"
0,naw nigga I got yo bitch tip toeing on my wooden floor !
0,and retarded
0,dammit now I'm the only one with a fucked up tranny....
0,no send the fucking challenge quit being a pussy
0,meet me later for a reach around Charlie Crist
0,#niggerfood #niggerperson #you #are #a #nigger
0,cracker....
0,ok wat ever u say whitey. u prolly never even seen shaft.
0,shut up lizard faggot nigger cunt
0,that's very logical because bitches love using my face as a toilet
1,what about yellow spots?
0,ya I know all the slang I'm racist I h8 porch monkies
1,your pet zebra. stripey?
0,"bitch shut up and hand me some of those flowers you selling, the light is about to change."
0,if the faggots can have a page y cant they?faggots offend me more than them
0,"im American, don't give 2 shits about the beaners, ship them beaners back"
1,looks like any other little porch monkey to me!
0,the little cunt can just die for all I care!
0,y don't that bitch just shoot herself? so sick of all those whores!
0,hurt hoes be like
0,;;; bitch no more on my account
0,I have an open mind and that bitch Beyonc; is crazy;
0,I was nice to the dumb bitch then she puts her nose all up in my business Eat shit white trash hoe
0,"brush lets just ignore the silly hoe. She's pregnant, hella hormones. tryna fuck with other people"
0,that was so gay. And I was tanning bitch. Juvie made me white
0,bitch looks like spongebob
0,shelby your pussy is beat up
0,All of these bitches lying
1,bout to be in ike a couple hours
0,drunk bitch used to eat my ass its relaxing
0,finger my pussy slowly with circular motion
0,finger my throbbing pussy
0,finger my wet throbbing pussy slowly as I cum on ur fingers
0,fuck my throbbing pussy slowly
0,fuck my wet pussy with ur huge cock
0,happy cuz I woke up white and not a nigger!
0,hells yeah fuckin sick ass bitch
0,my pussy is aching for ur follow bae
0,nigger!!
0,only a ratchet bitch would
0,so does my juicy pussy
1,I wonder if I have my very own NSA spook following me by now?
0,nice ears bitch you look like a god damn elephant..
0,I'm not delivering to that bitch boy anymore.
0,pussy.... I ain't had a coochie since I was 16 ;;
0,and you look like hmmm a nigger
0,bitches on my dick but look at me I'm fucking beautiful
0,"I don't fight or want to fight bitches who don't know who the fuck I am. Fuck I look like doing that? Nigga, PLEASE!"
0,"Nah, I'd NEVER ask a guy to ride down on a chick. What's the use of getting him in trouble for a trash-ass bitch?"
1,letz getup deep dish vocal mix Nagasaki Hiroshima yellow asian flu ^n emoto ill egg god? http://t.co/CH0XfVEKz9
1,"
I wonders why dare ain't no colored folk up dare?"
0,"
Well ho di doe. Thank you"
0,bitch bought her son some talking bout I had to get em before they sold out
0,lol nigga just walk in that hoe looking for girls don't even wanna buy nothing
0,that hoe out now
0,Can you speak one coherent sentence without sounding like a nig? Seriously.
0,it was a joke you fugly bitch be happy uncle snoop even acknowledged your nasty ass lmao
0,you fucking pussy
1,"@IHateStevenSing
I ain't to show bout dem colored diamonds you talk about on da radio. 
Any diamond you gets from a colored be stolen"
0,"every time I beat you I'm ""being a faggot"" maybe I'm just being better than you lmao"
0,So many bitches you gon need to change ya name from Jebidiah to Bitches.
0,"Nah but I was worth that 52 character, bitch."
0,bruhhh I'm joking... Don't pop trunk on me I'm just a bitch ass niiiieeegggaaa
0,bitch ass
0,because you're the ratchetest of them all bitch
0,you do realize ya pussy stank right?
1,Hey u just followed me not long ago. Gonna nip that in da bud. like ur bio tho. U know the white devils stole our our
0,Happy Birthday pussy. Have a good one
0,ahhh stupid bitch!
0,i love seing new ones cause i save them and then youse them bitches lmfao
0,i donno who demz iz? But ima bout to get white gurll ghetto on there asses when i find out....
0,"Ok u fat precious lookin ass bitch, u big fat back at the barnyard lookin ass bitch. I can fix my grammar but u still fat"
0,awe boy you smell like monkey sex
0,he had the hoes too
1,you look like flappy bird
0,He must think you bump pussy. I no mind. I'll eat your #thong and make you #squirt like the #geyser.
1,they call me yellow bone
0,that's not even a real word! Must have hit a blunt and started making up shit with your nigger ass lol
0,bitch we shot a music video
0,them bitches be smackin
0,"more like

Look at all those bitches"
0,fuck her right in the pussy
0,some of them bitches give you more than a virus
0,I'd pop dat lemon for some real pussy.
0,Id break that little bitches finger
0,done that spell check we know you meant fat liberal Dyke feminist Nazi bitches
0,right in the pussy
0,kike your a soft nigga ;
1,Whats it say... I see bird in it... Lmao
0,is my big long lost brother I swear. I don't know what I'd do without this wetback.
0,you a bitch nigga
0,eyy that pushin one for me bro cause you know that bitch better blow hah
0,when bitches get inches they be like.
0,so what ur sayin is all I mess wit is hoes? #shady
0,1v1 gun game pussy
0,fag
1,guess who's eating cracker b without you
0,"Apple TV got the NFL channel on that bitch, I'm pretty sure they're all on there. I've watched a couple. @DukeOfZamunda"
0,"although I will concede that bitch bought into the ""funnel bitches to Dwight #NoPedo"" tho."
0,bitch I got a ring now ho I ain't fatherless no more ill fight you.
0,bitch you opulent as fuck refrain from conversing upon matters of the middle class.
0,"listen cuntrag whore bitch, shit be expensive as fuck, man. We had to do PR first that one year, this year was the wedding so."
0,lyin ass bitch @brunzilla
0,you a fatherless wallet carrying ass video game playing ass negro breh. You filth. No way you can afford to date a #TwitterHoney.
1,bread in general aint too good for ya...but honky bread the worst...;;
0,I love Louis CK! Quit bein a faggot and suck that dick
0,I was gonna hold my tongue until I could get into another team but I couldn't do it anymore they're fuckin retarded.
0,Shin's a faggot. I'm glad your chipped him.
0,randies are fags
0,So you gon call me a nigger because of that? Fuck wrong with you?
0,just fuckin roasted this faggot
0,Son. We the sammich family out this bitch. She KNOW Joey love sammiches.
0,"shit ain't gon be funny when you need me to get you outta a horrific car crash, bitch."
0,you're filled with pimps and hoes. We'll just talk about those I knows. @JosephBananas
0,"hell no cause Brad still walked away like "" yeah i fucked that niggas bitch "" ;"
0,we should hang out ovenjew. Have a lot in common. People waste time on nigs. Jews r r problem.
0,they still fucking trash. I cant eat those to save my life.
1,Quickscoping trash. TAKE OF THE TONY HAWK SETUP AND PLAY NORMALLY. THAT'S NOT WHAT SNIPERS ARE FOR!
0,that should read suck on my bacon encrusted middle finger Muslim twats
0,"touch; muzzie fuckers, hope it was set to go full of bacon and pork rinds"
0,^___^ still should've walked over and said something pussy
0,I got u bitch
0,"I argue that Cersei is neither evil nor a bitch. She's greedy, desperate to protect her children and to be valued in a world"
1,"Half jar of marmalade, shaved monkey, saran wrap, mini horse. Give your best scene. #askkevin"
0,give me credit lil bitch
1,all trash to me
1,August is trash
0,my fuckin back still hurts but it was worth it. And I'm still mad about the hoe incident. Haha. http://t.co/eAnDLKSbpM
0,u think that dream has anything to do with those two dumb bitches in San Diego lol
0,"ant is a pussy man, don't make me pull up the pic!!!!"
0,im a boss ass bitch
0,"lol you've tweeted ""bitch"" an excessive amount (for you) today. you ok?"
0,*yourself *faggot buy a dictionary
1,looks like you took a red marker and colored on your leg
0,thanks bruh dont ever forget we still on the look out for these faggots ................................. @JustCurrieOn
0,Sounds like there are some major bitches in your area.
0,"@ItsMander
Is you sure you ain't colored?"
0,"
AIDS ain't all dat bad. You can become da hoe and do da crack and ain't gonna make no difference anyhow"
1,"
You tryin to say ofay?"
0,"@kfc
You can always gets da colored folk back in da cage wit da KFC"
1,dink now uknow thats not true
0,lmao this nigguh
0,"I'll try tomorrow Gonna try and eliminate the word ""bitch"" out of my vocabulary. I need to start bettering myself"
0,"she's a right twat, I'd tell you, honestly Sky! Honestly ;;"
0,make me white trash cousin fucker
0,nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch
0,you a fucking wigger so stfu
0,Yeaa black bitches actin like they too good for an average nigga like they just got A1 credit and pussy
0,"um no that only a fuck you bitch and done xavier will hopefully respect girls bc I am doing it alone and I don't want that"
0,I never said you was a hoe guilty consents ass girl
0,fag
0,you better feel the love... I don't even show these hoes love lol
0,lmao denote got a bitch here right now but he love her
0,I want it to be somewhat of a collage .. Money jewels cartiers etc .. Jus little shit to let niccas know we still here
0,a nicca anxious to hear that shit my g
0,my nicca!
0,You guys wanna skull Fuck some clay birds this weeknd???
0,But...country music listeners really are hicks and alcoholics ;;
0,big booty hoes!
0,"oh you mean Noah zimmerman's cute ass ;. I mean he should, he talks to his hoes all day everyday . &amp; his girl Courtney ;; sooo"
1,looks prime for some trash pick up
0,and fuck you too ya little bitch you look like a Mexican sucking a cock in ur profile
0,;;leezy got all the bitches
0,u can just ask him to suck his dick not that hard white trash
0,niger
0,shit pic master hoe protecting ass bow tie nigga
0,"I'm partial, faggot..homo...both fairly describes the same sick twisted Assholes out there."
0,"naaaaa, just popped across my TL, so I commented. But nice try faggot!"
0,teabaggers are anti American. Hows it feel to hate your country?
1,I don't think they believe in their communities ability to function w/out whitey. They choose to be hustled by big gov't...
0,what do you want fag
0,your a fag
0,do it then pussy
0,ill fuck you til you love me faggot
0,shut up you stupid bitch
0,at least after nearly two decades of complete trash they put out ATYSYC to redeem themselves.
0,these niggas must be deaf. When's the last time you heard a Roots song on the radio? Quest don't get bitches!
1,I took it harder when Rivera retired. I'm not a Yankee fan but I have a lot of love and respect for em. Especially the core 4
1,my pops is from New York. My family is Yankee obsessed. My sister literally cried when she heard he was gonna
0,yeah wizards! Agent zero bitches
1,or your in the ghetto
0,because it's hilarious how it makes teabaggers freak out. I'll do it again too.
0,whole hoe outchea.......
0,"I was hangin' on them corners late Pockets wasn't straight, bitch! I ain't gon make it at this rate, dawg.. Know what I'm sayin?"
0,I would have loved to watch Newman bitch slap Johnson I'd pay to see that
0,Everybody knows that bitches love mullets #Pantiedropin
0,we need to grow mullets together so we can get all the bitches and can hate on us
0,also is search of dirty white trash hookers for the weekends
0,awww shit lol I want my money too bitch. Who else I give one tO?
0,oh you little bitch you. You tryna hit the fair tho today or sometime this week? Shit might be fun drunk
0,"bitch better back up, Katy's mine"
0,"No, Cpt Commando is a hoe and a cocksucker"
0,when a bitch look his way http://t.co/VkdkoEKLxZ
1,And you know best about the bird moves...!!!
0,why would a white man even go to a nigger hell hole of Detroit? An I've worked in A town how. Y'all good niggers!
0,"Happy Another Group of 365 Days, you weird ass son of a bitch. That's why we all love you, though. Hoping there are riots in H-town"
0,"Kiss these nuts, bitch!"
0,Tyler isn't shit faggot go listen to some real music
0,fag
0,faggot
0,you don't know shit about me faggot bitch
0,absolutely retarded article http://t.co/3hSVTYOXFf
0,am i really a fag if I'm liking that video
0,fag
0,faggot
0,not funny u faggot
0,ugly goldigging cunt u probably have an uncircumcised penis faggot
0,ur brother looks so queer and ugly
0,;;;;;;;;; no pressure hoe
0,"hoes saying ""eyebrows on fleek"" .. Search it on twitter"
0,"James, nobody (save a couple illiterate, inbred teabagger morons) gives a flying fuck about your ""revelations."""
1,&lt;&lt;BEST NAME ON TWITTER EVER!! AKA; Jewbacca&lt;&lt;SECOND BEST NAME ON TWITTER!!
0,damn your bitch really hoe'n for the F!!
1,"that's ""energy"" the City is ""Electric"" gotta go to Yankees Stadium, When they are winning. It is truly ""electrifying"""
0,nigger you are bigger than I am. Do you even #R4aperSec ?
0,"momma didn't raise no sukka, bitch!"
0,use monkey maker you prick!
0,I hate that shit. Like bitch don't ask me for shit makin me waste my time and your dumb ass ain't even using it.
0,"I remember his nephew Lucas crying and dan saying ""quit being such a pussy and grow a pair"" or something. ;; dans so funny."
0,yep. Texas is redneck heaven.
0,haha yuhh that hoe was funny
0,stank ass hoes haha
0,*bitch
0,fuck you bitch lol
0,shut up bitch
0,suck a dick hoe
0,you're gay bitch
0,no bitch lol
0,lmao you're on my timeline it ain't spying hoe lol
0,"bitch you beat after losing twice lol and we won 11, you just a hater"
0,bitch answer me lol
0,bitch you can't even say no lol
0,lmao you're a bitch boy
0,lol thanks bitch hahah Vegas ain't ready for us lol
0,shut up bitch
0,that don't mean you're not balling lol shut up hoe lol
0,that means you're balling if you're Jewish lol I don't love hoes lol
0,you're a bitch lol
1,no song I've heard was good is what I mean by he's trash
0,"please tell those fuming cops that they are a bunch of coward little bitches, and should not be allowed near weapons. Thanks."
0,they're both big bitches tho lol
0,good leave you stupid faggot
0,"huh, lol mad nigger is mad"
0,you ain't got no hoes lil jess you're a lil guy
0,"; who did you rob, them hoes like 4 online"
0,bitch ass nigggaaa
0,"I say it all the time same with fag and queer it's all about the context I suppose, some people are just looking to get offended"
0,The fact this bird ass nigga took my phone and did a light skin pose in school smh lol http://t.co/Zd3vctXGXh
0,time to call hoes
0,Feels like it's been a year since I seen ya queer lolol
0,Nooo Amber's supposed to kill me fag
1,Did you say spray tan? **Charlie Crist switches back to Republican**
0,don't let idiots that can't even spell retarded get you down.
0,awwe i love you too jenny! Your so damn perf &amp; NOT ugly. Seriously dis bitch must be blind!
1,"it's also a bird, a city, and a math theorem. I make no assumptions!"
0,I can trap anywhere I wanna just because I ain't a bitch n in rarely solo.
0,go on Craigslist bitches be on there ;;
0,my luck the bitch gonna drug me an I won't even kno what happened lmao
0,she can suck dick tho that's better than brownies
0,ur avi prolly shoot dust out your phone cuz that shit so old u cat fishing the bitches on here lmao
0,you're a bitch
0,I can't be homeless in 2014.... but them bitches better not slip in 2015
0,bitch I might be
0,Bitch you just an inch taller than me ;; &amp; we normal height Jessyca and Daysi are just some short bitches ;
0,lmao madonnas music sucks? yeah you're fucking stupid if you think gaga is better. retard
0,"#Savages 
Day is like coloreds dat wrap day hoes like mummies"
0,"&lt;
I hates to interject but cans I have yo digits? I likes wiggers dat wanna be fucked by coloreds"
0,happy birthday faggot
0,? Are you a race traitor or just a dumbass?
0,Hey Jim you'll love this http://www.wwtdd.com/2010/05/gabourey-sidibe-is-a-complete-bitch/
0,"Just like ""FAT CHICKS NEED LOVE TOO"" I guess. 
Some Jeffrey Dommer Type would be all over that sloppy ho."
0,"and how am I assume shit 
,hmm cuz u don't know what fuck u talking about crackers these days."
1,tranny
0,no homo bro love ya to!! Lets get some 151 an some Malibu rum!! Tech 9 this bitch haha
0,an just don't be a hoe about it! Haha
0,"Bitch you old ass mushroom ass bitch looking like a moldy ass toe wobbly raggedy ass vagina face BYE

http://t.co/LTi96AZjwk"
0,You're such a bitch Carlton. You're lucky your fathers a judge.
0,"You need to insert a chill pill up your ass. Twice a day until your bitch assness goes away. If the problem persists, see a doctor."
0,is such a retard! ;Biden Calls Himself ;White Boy; in Meeting With Black Pastors http://t.co/bqx1IEv0wD;
0,I guess blaspheme to your Allah is ok if your pos muzzie huh? @Darknight420
0,sit down and stfu raghead @hajihuntingpat
0,shut up faggot
0,But that bitch could care less about Benghazi victims!
0,Dog Government jobs is the SHIT. I done got my last few off that bitch.
0,sweet comeback u fuckin herb I dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from NYC fag
0,you're such a pussy
0,"is big cat a ""fat pussy"" joke?"
0,go eat bear shit you fuckin yokel
0,dont talk to your hoe that way
0,lol wyo bitch
1,trash ain't it
1,like their players really been talking trash about Bama.
0,You sound like you're pussy whooped. #freelikeabird
0,"You're a sensitive, pussy whooped, no sense of humor, neo zoom maxi dweeb. Now sit your ass all the way down."
1,No good options left indeed. This president makes Jimmy Carter look like a piker. So sad.
0,true but then again I'm my opinion a hoe is someone who goes and sleeps with everybody
1,He's definitely trash. But if Bill Cohwer or Stanford 's head coach want the job I'd hire them. With a new gm of course
0,; pussy
0,he talkin bout we wanna be human and I'm just like .... bitch whet?
0,I'm a lil nigga?? Wait till you see nigga. You ain't ready. I'm from Chicago boy I ain't no pussy from the burbs. Just wait
0,fuck no faggot
1,thuggery? Cheating? Talking trash? Who's doing that besides Jameis? And isn't ND in the middle of cheating issues?
1,"I didn't really have one, was aware of Yankees, but always loved Dodgers uniform!"
1,"Yep. *sobs*

I got my hopes up when a couple of the national guys (including that Kiper/McShay mock) had him slipping."
0,you wouldn't last a day there hoe.
0,"she playin pussy hole bingo.
She drawing the next number"
